10 Lacertae,-1637.59375,-206.40625,-503.90625,1725.7573232836612
HIP 85555,-677.5,336.71875,466.34375,888.7419534182152
X Herculis,-290.125,82.125,329.71875,446.80139363207286
HIP 28551,466.96875,-199.25,-246.28125,564.2825799881873
HIP 29065,470.65625,-214.15625,-233.21875,567.2487905934111
HIP 529,-104.625,29.09375,-450.40625,463.3126665148763
248 G. Aquarii,-205.5,41.875,-421.375,470.68105575856777
HIP 116867,-154.34375,53.09375,-423.9375,454.27298330340426
HIP 117978,-149.4375,28.375,-443.96875,469.3026294490715
LTT 9833,-137.46875,25.875,-452.96875,474.075797028413
2MASS J04300819+3517234,-638.59375,-2439.3125,-399.84375,2553.022223681058
HIP 112308,-283.25,149.9375,-443.625,547.2795967613355
HIP 114567,-230.96875,91.34375,-434.25,500.2632373467243
2MASS J04293913+3516197,-648.5625,-2467.71875,-408.46875,2584.0115838042166
2MASS J04294419+3512301,-642.9375,-2456.71875,-407.9375,2572.0125678958225
2MASS J04295566+3520210,-648.6875,-2466.28125,-404.3125,2582.016125901243
2MASS J04295977+3513341,-641.53125,-2455.4375,-405.375,2570.0320137612707
2MASS J04300584+3517005,-649.625,-2481.28125,-407.1875,2597.0311785542376
2MASS J04300770+3515101,-641.90625,-2456.625,-403.84375,2571.0192140137974
2MASS J04300795+3516497,-641.3125,-2450.8125,-402.03125,2565.0327013098804
2MASS J04300824+3514101,-638.0625,-2444.28125,-402.25,2558.014786022124
2MASS J04301104+3516035,-647.84375,-2478.6875,-406.625,2594.019494470948
2MASS J04301307+3521397,-643.71875,-2451.6875,-399.21875,2566.0321582375727
2MASS J04301451+3513326,-638.125,-2448.40625,-402.46875,2562.0065915978093
2MASS J04301473+3520142,-651.0625,-2483.375,-404.875,2599.0301143226966
2MASS J04301802+3522565,-645.96875,-2459.4375,-399.28125,2574.0112585193515
2MASS J04301984+3514208,-647.03125,-2483.0,-407.125,2598.0163979662566
2MASS J04302001+3521092,-653.8125,-2494.0625,-405.53125,2610.0333587502405
2MASS J04302267+3519081,-652.9375,-2496.21875,-406.5625,2612.0353162168503
2MASS J04303043+3518338,-650.59375,-2491.8125,-405.21875,2607.0297271122313
HIP 104638,-810.0625,318.09375,-310.40625,923.9788567572177
HIP 26034,-54.625,-799.53125,1.8125,801.3971521710147
HIP 94700,-654.8125,360.15625,94.5,753.2743089806744
HIP 95330,-762.125,410.4375,85.0625,869.7868048766318
HIP 95839,-787.84375,362.3125,92.625,872.0937522395815
HIP 95728,-458.21875,228.75,48.625,514.4466697108287
HD 197394,-971.5,236.71875,-85.8125,1003.5994229560978
HIP 98566,-498.375,97.09375,59.5625,511.22649414942543
HD 191293,-936.875,406.1875,-52.25,1022.4740159442929
HIP 97092,-488.875,205.03125,34.0,531.2180146621183
HIP 97528,-598.3125,278.96875,11.40625,660.2510989554467
HIP 98053,-657.4375,285.6875,3.875,716.837798729601
HIP 98869,-736.96875,288.96875,-9.6875,791.6563172295001
HIP 110628,-33.25,140.3125,-235.0,275.71390997962
HIP 110656,-11.375,156.5625,-252.53125,297.3436383341882
Delta-1 Gruis,17.53125,164.65625,-261.4375,309.4650090024315
2MASS J11122172-6048278,5016.0,1939.59375,-21.09375,5377.985204640128
2MASS J11123351-6046319,5006.34375,1936.90625,-17.40625,5367.996510989196
HIP 113431,-25.28125,92.40625,-211.28125,231.98668764001846
2MASS J11121953-6052217,5028.34375,1946.40625,-26.96875,5391.981590443321
HIP 118055,42.15625,83.03125,-268.96875,284.6322651548617
HIP 118256,39.1875,80.96875,-277.25,291.47754824825273
HIP 116513,-2.0,93.75,-300.5625,314.8505659932184
HIP 118292,-9.15625,62.875,-310.5625,316.9955345826065
HIP 55767,31.25,-52.46875,181.75,191.73574191204546
HIP 53851,59.78125,-86.375,230.40625,253.2221919888243
54 Leonis,66.40625,-104.34375,258.8125,286.8472038549008
ET Aquarii,-76.71875,39.6875,-306.9375,318.8596762904687
HIP 847,-104.5,-1.84375,-320.71875,337.31908634944597
HIP 99410,-340.96875,274.625,-103.59375,449.90026021400007
HIP 10482,-90.9375,-295.4375,-442.8125,540.0331984876022
HIP 11257,-56.75,-301.375,-452.1875,546.3707425194453
HIP 8729,-46.53125,-189.0,-455.90625,495.7183333462915
HIP 6951,-24.65625,-91.0625,-360.625,372.7609155951204
HIP 117879,-84.40625,71.84375,-478.5625,491.2311124708766
HIP 118081,-95.53125,56.78125,-462.3125,475.4820477519367
DM99 147,341.1875,-1485.59375,-317.625,1557.0110278415862
V449 Orionis,351.53125,-1493.65625,-327.375,1568.9989176272957
V452 Orionis,326.3125,-1489.0625,-307.0,1555.0035294373129
HIP 98460,-642.03125,267.3125,-4.09375,695.4688040608831
HIP 92825,-422.28125,389.34375,57.75,577.2738278023913
HIP 95397,-697.375,366.1875,79.40625,791.6631406856786
HIP 111916,-1627.125,-208.75,-505.78125,1716.6615860374352
HIP 109672,-96.96875,91.65625,-164.15625,211.54451317556666
HD 205210,-1334.0,-66.1875,-54.3125,1336.7447897083796
HD 188170,-1101.40625,496.0625,11.5,1208.0173763010664
HIP 57027,279.40625,155.78125,-85.5,331.12822348846225
HIP 61288,282.0625,178.15625,-103.15625,349.19924861656705
HIP 94085,-327.15625,205.90625,49.15625,389.67285332338395
HIP 93662,-564.15625,337.1875,105.4375,665.6461154221231
30 Leonis Minoris,25.78125,-118.375,199.375,233.29745841213636
41 Capricorni B,-71.65625,139.3125,-169.3125,230.67144053081756
TYC 8349-379-1,1000.71875,2743.875,-393.09375,2947.000293266973
259 G. Aquarii,-140.875,41.03125,-430.59375,454.90692085373354
HIP 94788,-565.21875,225.5,112.8125,618.9096424421036
HIP 94992,-390.5,148.4375,76.53125,424.71281312530766
HIP 94904,-743.78125,347.0625,122.96875,829.9302622717014
HIP 96009,-597.75,249.625,76.9375,652.3320335774183
HIP 100857,-547.75,188.5625,-49.375,581.3981162088935
HIP 96621,-715.03125,239.65625,96.59375,760.2862350323643
HD 185756,-930.375,435.125,61.3125,1028.9269307906418
HIP 98396,-793.15625,339.71875,-7.71875,862.8819415871371
HIP 94457,-501.5625,210.28125,104.25,553.7609664898858
HD 184605,-1001.625,506.15625,74.21875,1124.7022774452912
HIP 59413,354.21875,181.625,69.84375,404.1493695289218
HIP 60888,350.1875,202.1875,59.28125,408.6873339290839
HIP 64825,306.40625,235.09375,75.0625,393.43136661224025
HIP 65098,312.375,244.78125,81.46875,405.13350664086647
HIP 64752,338.3125,258.375,85.9375,434.27899118826826
HIP 64891,354.28125,270.90625,71.75,451.7227721629993
HIP 63947,378.0625,270.9375,76.09375,471.3052531020236
HIP 64062,495.40625,356.625,86.6875,616.5415361679312
2MASS J05362745+0945256,392.4375,-1427.0625,-309.34375,1512.0212055313782
HD 191720,-1266.28125,352.9375,41.09375,1315.1888759021933
HIP 102147,-166.09375,101.34375,-62.5,204.3622750243425
2MASS J05363685-0609550,608.5625,-1058.1875,-430.75,1294.4708046389073
HIP 112043,-181.84375,78.40625,-242.0625,312.7442139502744
HIP 41351,97.5,-81.8125,42.59375,134.2153593867427
HIP 56749,-53.40625,-91.34375,216.40625,240.8891306020002
HIP 94741,-325.09375,306.46875,-4.65625,446.8005390324496
RW Doradus,253.1875,38.78125,-170.5,307.69814024106887
HD 163966,-842.90625,277.03125,469.0,1003.5926762215959
HIP 6812,203.0,111.125,-234.5,329.4662587048938
HIP 7256,207.0,109.0,-242.96875,337.28891691925264
HIP 8558,221.8125,110.0,-244.65625,348.07681023060485
HIP 3451,207.71875,137.25,-233.25,341.16008573917685
HIP 11892,231.375,97.0,-230.6875,340.82270065424046
HIP 17488,263.75,78.46875,-227.78125,357.21940747686847
HIP 97315,-912.625,195.84375,150.15625,945.4025938472588
HIP 12696,-252.84375,-478.15625,-300.84375,618.9267511121066
2MASS J05343025-0622010,603.3125,-1051.53125,-441.15625,1290.0863456749223
31 Orionis,201.0,-439.28125,-157.34375,508.06109107628487
HIP 69206,-41.28125,58.625,219.75,231.15167039535427
HIP 63531,87.0625,74.84375,267.59375,291.1835861778184
LHS 2921,-32.5625,3.59375,64.625,72.45427572139894
HD 196006,-1152.71875,333.125,-94.125,1203.5747994418803
HIP 96958,-783.0,221.25,113.78125,821.5757636101265
HIP 3212,-6.53125,14.90625,-511.0,511.259086487101
HIP 15172,186.28125,-439.3125,-668.8125,821.5876927717835
HIP 1784,-102.09375,29.15625,-745.75,753.2703918269489
HIP 777,-58.4375,27.5625,-338.6875,344.79538202932764
HIP 111013,-53.125,130.15625,-236.65625,275.2618675064256
HIP 6892,78.125,-55.875,-592.96875,600.6974860331634
2MASS J06402484+0953114,854.5,-2024.8125,79.4375,2199.16944016656
OW94 200-431,606.28125,-1092.21875,-439.4375,1324.2447161908462
HIP 88578,-411.5625,430.46875,185.0,623.6281232696393
HIP 102218,-111.78125,153.53125,-110.34375,219.64206277984985
HR 4413,80.96875,36.0625,-4.40625,88.74602763997383
HIP 59541,361.46875,187.625,67.625,412.8388771379974
93 Herculis,-433.53125,467.3125,209.90625,671.1117277859738
HIP 95605,-658.3125,204.84375,129.0625,701.4224393876792
HIP 88569,-839.96875,257.625,439.625,982.4399636754209
HIP 2079,-97.25,17.625,-729.625,736.2885601107762
HIP 11820,87.90625,-159.25,-414.90625,453.0289919840948
HD 252197,-81.65625,399.71875,81.625,416.0594463422565
HIP 29152,413.1875,-192.71875,-202.09375,498.7046325700965
HIP 96315,-836.1875,399.28125,69.625,929.2376942326503
HD 188503,-1218.71875,507.6875,26.78125,1320.50718461104
HIP 111374,-147.0,55.03125,-164.0,227.0097761695793
HIP 110955,-161.0,80.0,-201.15625,269.78665073361674
HIP 111434,-180.15625,58.4375,-187.46875,266.4878009344424
HIP 110217,-134.78125,115.5625,-225.34375,286.8806065628609
HIP 118223,-600.65625,-286.90625,-95.9375,672.5378285712819
HIP 117539,-622.28125,-278.34375,-104.0625,689.592779234147
HIP 95101,-746.6875,304.40625,134.34375,817.4678164058662
HIP 112028,-890.03125,-206.6875,-118.5625,921.3752845822719
HIP 76482,245.46875,414.75,43.5,483.9056930090433
152 G. Aquarii,-115.71875,96.96875,-211.5625,259.9085588901893
HD 114282,-752.0625,-487.3125,512.1875,1032.1857932168753
Omega Octantis,234.9375,172.53125,-124.46875,316.9465741404614
36 Aurigae,-288.1875,-1091.5,251.71875,1156.6272581336705
HIP 1203,9.59375,58.59375,-352.28125,357.24969794205214
HIP 104250,-766.03125,38.40625,-26.5625,767.453244453286
V1571 Orionis,588.25,-1055.53125,-424.15625,1280.661081879443
V1348 Orionis,580.40625,-1043.9375,-419.46875,1265.9506116637706
HIP 116524,-613.90625,-247.5625,-102.09375,669.7695193007629
HIP 44116,173.28125,-145.65625,121.28125,256.809805823663
HIP 95384,-631.0625,465.0625,15.03125,784.0592747293169
HIP 94794,-625.5625,235.1875,130.4375,680.9225675278724
HIP 92495,22.28125,762.84375,-231.3125,797.4537689871903
HIP 96632,-372.5,330.03125,-50.65625,500.2428726534992
HIP 53538,70.125,-114.6875,287.03125,316.950590404581
HIP 51158,58.59375,-158.78125,279.96875,327.1501396410943
HIP 110419,-28.53125,146.78125,-238.125,281.180161467919
HIP 51377,142.46875,-234.46875,447.84375,525.2018315535348
HIP 95788,-744.875,-417.75,430.75,956.5037326769823
HIP 13361,333.34375,-156.96875,-694.21875,785.9369675694022
HD 169094,192.71875,1432.8125,-357.78125,1489.3285734213841
HIP 39765,14.09375,-728.90625,448.75,856.0838262565909
HIP 70505,476.90625,530.375,109.21875,721.5718586985117
HIP 34075,-285.5,-316.46875,221.5625,480.36721488129524
HIP 97733,-650.3125,269.90625,23.0,704.4747912064082
HIP 55418,-54.90625,-99.75,201.71875,231.63594904639695
HIP 111718,0.46875,145.09375,-253.40625,292.0053827495094
HIP 36025,-303.25,-316.65625,239.3125,499.5019677842246
HIP 10736,-307.40625,-341.28125,-96.34375,469.3118497381965
HIP 53971,-361.3125,-292.6875,349.03125,581.4082118349056
HIP 57781,-325.3125,-252.84375,364.40625,550.0455432138097
HD 163254,192.65625,1117.1875,-183.5625,1148.4422198032266
HIP 58243,-286.09375,-280.0625,587.0625,710.5821673821843
V1590 Orionis,595.71875,-1059.34375,-426.96875,1288.1740267689718
HD 33288,437.0,-829.875,-446.46875,1038.7472552799177
HIP 58812,-304.65625,-316.8125,783.6875,898.5275112519163
HIP 57602,-270.65625,-323.15625,724.78125,838.4465563944356
HIP 39196,217.8125,-103.65625,9.78125,241.4178455952977
HIP 63527,413.9375,288.0625,83.65625,511.19724762224854
HIP 50186,644.21875,160.6875,-20.28125,664.2662114012536
HR 7419,-584.6875,215.875,89.5,629.6600180107118
HIP 67755,214.8125,195.03125,34.96875,292.24033279028237
2MASS J12174039+2421522,27.65625,-22.40625,250.46875,252.98518322164145
HIP 3477,-436.46875,-278.625,40.15625,519.3740316627556
2MASS J04303051+3517448,-644.65625,-2470.84375,-402.1875,2585.0348745683054
HIP 61430,-47.09375,-57.34375,457.96875,463.9412709920163
HIP 60311,-20.59375,-89.3125,640.625,647.1485268625066
HIP 97452,-651.375,278.65625,28.5,709.049325709476
HIP 61437,-36.4375,-47.4375,405.34375,409.7335274011177
HIP 63397,-53.1875,-14.21875,447.125,450.5017742837563
HIP 96220,-558.28125,307.96875,29.6875,638.2821106175348
HD 189315,-970.6875,304.71875,61.71875,1019.2629412273238
HIP 12981,59.5,-282.5625,-482.5625,562.3596561031917
HIP 105724,-557.3125,141.0625,-181.65625,602.9053364555356
HIP 105715,-327.21875,285.34375,-318.125,538.2347830088883
HIP 92096,-864.03125,254.9375,313.03125,953.6937104539251
HIP 85469,-662.21875,343.375,460.75,876.7728474220461
HIP 85862,-696.75,350.40625,466.03125,908.5319083640513
HIP 105588,-561.90625,433.375,-478.875,856.0804810524899
HIP 68369,-115.03125,14.03125,309.09375,330.1030304953099
HIP 64648,-72.1875,0.0625,418.5,424.680219768357
HIP 64788,-64.0625,8.9375,418.0625,423.036803031072
HIP 67158,-113.1875,2.25,331.53125,350.32762149566867
HIP 68381,-117.875,158.6875,702.375,729.6621676544906
HIP 64430,25.0,66.84375,437.96875,443.7450990046256
HD 190001,-1328.40625,477.75,26.71875,1411.9568403958476
HIP 85995,-710.21875,334.375,467.4375,913.6274568350125
HIP 56042,-302.9375,-295.75,472.6875,634.5649407763558
HIP 22944,400.09375,-524.9375,-423.21875,784.0589888821344
HIP 99528,-893.28125,395.28125,-72.15625,979.4923086054262
HIP 78140,324.34375,555.53125,5.0625,643.3035572704965
HIP 10511,31.21875,-229.25,-543.71875,590.8978354615331
HIP 101255,-258.21875,190.5625,-103.875,337.3144006454698
HIP 99004,-609.40625,361.21875,-86.71875,713.7051943850398
HIP 87133,275.1875,1057.3125,-192.59375,1109.3828173140066
HIP 28487,321.96875,-502.1875,-141.53125,613.096449067661
HIP 2032,-23.9375,44.5625,-560.09375,562.3733893967268
HIP 94099,-358.71875,296.03125,27.9375,465.9336288403907
HIP 2891,41.46875,63.0,-668.28125,672.5239671031248
Alpha-1 Canum Venaticorum,-20.71875,-10.03125,118.125,120.34703238187886
HIP 98525,-925.75,363.09375,4.03125,994.417610848493
VV Orionis,595.75,-1270.46875,-435.40625,1469.21322814819
IM Orionis,610.125,-1098.46875,-449.84375,1334.6330993069312
HIP 110760,-179.09375,53.21875,-160.3125,246.18469549684644
HIP 91573,10.1875,935.6875,-235.6875,964.9681240687436
HIP 15005,120.6875,-122.90625,-278.53125,327.49210093050334
HIP 70957,176.1875,203.1875,42.21875,272.2308178073572
HD 197374,-1453.03125,165.5,24.21875,1462.6266137767784
HIP 37962,721.71875,-572.15625,101.59375,926.5862175505782
HIP 28662,449.875,-225.53125,-231.09375,553.7654572475833
HIP 117680,-9.0625,72.1875,-306.625,315.1381517485625
HD 205665,-1349.75,-77.09375,-62.46875,1353.3923501762617
HD 198793,-1196.96875,-93.96875,169.25,1212.5221140058127
HR 7983,-1603.3125,94.84375,44.90625,1606.7429417487338
HD 188210,-1196.75,431.125,72.34375,1274.0929896554107
HIP 109794,-86.28125,112.375,-193.0625,239.4696716346613
HIP 110679,-339.78125,-145.53125,90.75,380.61293340889637
BD+18 715,10.1875,-1698.71875,-511.28125,1774.0230250364214
BD+18 723,18.15625,-1709.46875,-513.5,1785.0196936282314
HIP 85504,-338.65625,291.1875,242.09375,508.023227430966
BD+18 724,14.15625,-1714.53125,-510.65625,1789.0186170928148
NGC 1647 ZSC 53,6.59375,-1718.53125,-521.78125,1796.0091335004918
BD+18 712,14.15625,-1720.53125,-521.9375,1798.0119397676076
BD+18 695,10.625,-1737.84375,-537.25,1819.024835602599
HIP 60083,48.3125,-39.625,504.15625,508.0135457793547
HIP 62006,-54.6875,-48.84375,481.25,486.80385893120496
BD+19 775,5.53125,-1749.09375,-524.40625,1826.023399645987
BD+18 702,5.0,-1752.59375,-530.09375,1831.0131720793613
BD+19 778,8.5,-1758.78125,-519.875,1834.0266494728376
BD+18 711,13.28125,-1760.03125,-533.0,1839.0147885697181
HIP 57594,149.59375,41.15625,118.78125,195.39987795463819
HIP 64316,483.71875,357.25,113.28125,611.9183223299699
HD 185660,-1122.96875,469.28125,104.84375,1221.5874577745908
HIP 12084,110.78125,-144.46875,-414.15625,452.4036963732585
HIP 78540,313.09375,563.34375,8.15625,644.5544207956281
HIP 11563,-237.15625,-726.46875,-851.9375,1144.4638201126652
HIP 74592,210.34375,325.46875,58.96875,391.9843285989728
HIP 58416,326.34375,154.4375,57.6875,365.6214329420015
HD 195985,-1294.46875,148.84375,65.90625,1304.6637269540713
V417 Monocerotis,857.5625,-2000.34375,75.5,2177.725604746914
HIP 77727,210.65625,456.4375,73.3125,508.0216232864134
HIP 98115,-800.90625,320.625,17.125,862.8699076564569
HIP 103893,-608.96875,482.84375,-421.125,883.9271978028648
HIP 72741,319.0,423.0625,83.71875,536.4249323137511
HIP 74769,312.4375,481.5625,77.96875,579.3088630334103
HIP 59412,140.5,35.875,243.4375,283.3532813137162
HIP 65894,338.9375,280.375,84.96875,448.00497542751964
HD 179909,-1399.28125,479.625,336.6875,1517.032178262153
HIP 54098,-60.375,-217.4375,429.71875,485.368325226124
CD-32 17778,-7.25,61.90625,-312.375,318.5327093314947
87 Pegasi,-194.90625,-70.5625,-195.8125,285.1491677202697
2MASS J04301053+3516500,-646.3125,-2470.96875,-405.03125,2586.011741003775
HD 180287,-902.34375,421.6875,166.3125,1009.8041584765645
HIP 75045,328.40625,505.9375,71.125,607.3567193752881
HIP 72595,234.53125,284.75,30.875,370.1901340548698
HIP 16552,-293.625,-687.375,-217.46875,778.4553220812113
HIP 63043,44.65625,42.34375,443.15625,447.40880159222115
HD 190428,-1430.09375,407.9375,80.90625,1489.3377585304063
HIP 98076,-624.84375,274.1875,1.0625,682.3559378920671
HD 191399,-1129.65625,576.46875,-121.84375,1274.0821646599907
NGC 6530 WFI 17674,-473.5,4459.65625,-106.65625,4485.990601174743
HIP 28119,388.46875,-521.65625,-191.84375,678.112997445623
HIP 21354,122.6875,-127.5,-147.0,230.03798089935063
HIP 75427,338.8125,536.1875,71.46875,638.2779390979
Stock 1 S 79,-894.3125,511.4375,39.90625,1030.997416510615
HIP 113331,-154.78125,55.6875,-226.28125,279.7526355718119
HIP 95878,-347.5,24.6875,101.34375,362.8171417123404
HD 108604,883.75,507.625,182.78125,1035.4256074081627
HD 192022,-1136.46875,500.21875,-89.4375,1244.9012346304323
HIP 72041,174.21875,210.59375,32.28125,275.21624133068076
HIP 95587,-671.5625,207.15625,133.0,715.261423061745
HIP 51199,181.21875,-14.15625,100.53125,207.71896156149901
HIP 77367,9.34375,328.28125,211.4375,390.5914760614663
NGC 7789 327,-6777.09375,-3232.53125,-709.78125,7542.018788187098
HD 316354,11.65625,1054.84375,-36.0625,1055.5243763098865
Stock 1 S 35,-921.71875,530.34375,35.625,1064.001451075432
HD 338657,-936.3125,534.78125,39.59375,1078.9994198547445
HIP 94742,-451.4375,156.71875,100.3125,488.28186599961145
NGC 7789 751,-6865.15625,-3285.75,-699.625,7643.035950460986
NGC 7789 605,-6901.0,-3293.90625,-724.125,7681.014021560829
NGC 7789 669,-6820.21875,-3260.96875,-699.625,7592.020556278357
HD 288174,644.5625,-1515.65625,-416.15625,1698.78212522512
NGC 7789 866,-6928.5625,-3315.0,-726.0625,7715.009401829171
NGC 7789 950,-6842.6875,-3263.8125,-716.65625,7615.01414565177
NGC 7789 971,-6909.25,-3307.625,-731.6875,7695.029909024477
NGC 7789 489,-7042.4375,-3358.34375,-738.03125,7837.033163802925
NGC 7789 468,-7063.3125,-3368.90625,-734.71875,7860.007915743271
HD 198691,-994.28125,202.5625,-96.4375,1019.2776667395702
NGC 7789 676,-7032.3125,-3357.375,-743.375,7828.026084454896
Kappa Hydri,214.40625,96.8125,-212.875,317.26718364859687
HIP 60360,344.0,187.46875,90.78125,402.1464504109479
HIP 70589,298.875,331.15625,62.84375,450.48869514464513
HIP 67256,347.125,322.96875,113.375,487.5022766373122
Sesurakapu,-3.53125,161.40625,-75.25,178.12077297616077
HIP 59508,995.0,508.6875,227.46875,1140.4078239309008
NGC 7789 875,-6693.0625,-3201.34375,-708.25,7453.00647370377
NGC 7789 255,-6678.96875,-3176.125,-702.90625,7429.028925464661
NGC 7789 494,-6563.375,-3130.9375,-684.0,7304.006915353466
HIP 115143,-8.5625,180.875,-474.6875,508.05246253462843
HIP 7584,32.875,-103.21875,-530.875,541.8146745904567
HIP 73393,323.6875,468.46875,106.625,579.314645083147
HIP 74725,324.96875,497.46875,79.65625,599.5206117117137
V748 Orionis,600.40625,-1049.28125,-439.875,1286.4559153992122
NGC 7789 461,-6486.4375,-3092.9375,-678.09375,7218.029159964759
NGC 7789 1066,-6478.78125,-3090.21875,-678.53125,7210.025177863784
HD 132986,1041.6875,1212.09375,-43.5,1598.8046648810205
HD 332683,-1477.9375,667.46875,57.90625,1622.7035835055874
